prfnm,entrpsnm,genrenm,telno,relateurl,mt30id
"임호열 피아노 독주회, 임호열 피아노 독주회, 정자영 & 임호열 듀오 콘서트",(사)부암뮤직소사이어티,복합,02-3216-3968,https://buammusic.modoo.at/,AG003356
"뷰티플마인드와 함께하는 가을음악회, 뷰티플마인드와 함께하는 가을음악회, 뷰티플마인드와 함께하는 가을음악회",(사)뷰티플마인드,복합,02-772-9961,http://www.beautifulmindcharity.org,AG001192
"크로스챔버오케스트라 연주회, 같이의 가치, 필리핀 모자원 건축 음악회, 필리핀 모자원 건축 음악회",(사)브링업 인터내셔널,서양음악(클래식),,https://www.bringupi.org/,AG009901
"제11회 대한민국장애인국제무용제, KIADA, 제11회 대한민국장애인국제무용제, KIADA, 제11회 대한민국장애인국제무용제, KIADA",(사)빛소리친구들,무용(서양/한국무용),02-309-7922,http://lsf.kr/,AG005575
모두가 함께 광대가 되다,(사)사물광대,한국음악(국악),010-7920-0787,,AG001355
"시집 가는 날, 김덕수의 침묵이 만든 소리 1 [대전], 사물놀이",(사)사물놀이 한울림,한국음악(국악),02-2232-7952,https://www.facebook.com/SamulnoriHanullim,AG001054
"생명의 소리, 생명의 소리",(사)새생명장기기증운동본부,복합,00-1544-4255,https://www.lovejanggi.or.kr/html/,AG012326
"제12회 사단법인 샹떼자듀합창단 정기연주회: 수난절 음악회, 제19회 사단법인 샹떼자듀합창단 정기연주회, 사단법인 샹떼자듀합창단 기획연주회, 모차르트 Requiem in D minor KV 626",(사)샹떼자듀 합창단,서양음악(클래식),,,AG009250
"서경스트링 오케스트라 정기연주회, 이동일 첼로 독주회, 서경대학교 오케스트라 정기연주회",(사)서경뮤직소사이어티,서양음악(클래식),070-8702-1061,http://www.skmsociety.org/defaults.asp,AG002975
"가야금산조 축제: 삼일삼색, 제3회 서공철류 가야금산조 보존회 정기연주회, 제3회 서공철류 가야금산조 보존회 정기연주회",(사)서공철류 가야금산조 보존회,한국음악(국악),,,AG013878
"(사)서도소리보존회 정기공연, 북녘의 소리 서도소리 어우렁 더우렁 II, (사)서도소리보존회 정기공연, 북녘의 소리 서도소리 어우렁 더우렁 II, 북녘의 소리 한마당: 어우렁더우렁",(사)서도소리보존회,한국음악(국악),02-445-3982,https://seodosound.modoo.at/,AG001825
"제23회 서울 국제 무용 콩쿠르, 주니어 갈라 [광주], 제23회 서울 국제 무용 콩쿠르, 주니어 갈라 [광주], 제23회 서울 국제 무용 콩쿠르, SIDC 갈라",(사)서울국제문화교류회,무용(서양/한국무용),02-588-7570,,AG003638
"제34회 (사) 서울나눔뮤직그룹 기부음악회: Side by Side, 제3회 OCI 드림앙상블 정기연주회: 음악을 담다, 제2회 OCI 드림앙상블 정기연주회: 음악을 담다",(사)서울나눔뮤직그룹,서양음악(클래식),02-3482-1536,http://www.seoulmusicgroup.org/es_all/,AG003462
서울시민과 함께하는 한여름밤의 콘서트,(사)서울네오예술단,서양음악(클래식),02-803-6385,https://snac.modoo.at/?link=pxg7nvt5,AG005068
"제33회 서울레이디스싱어즈 정기연주회: HARMONY OF LOVE, 서울 코랄 뮤직 페스티벌 기획연주회: 가을바람에 실린 하모니 [부천], 제32회 서울레이디스싱어즈 정기연주회",(사)서울레이디스싱어즈,서양음악(클래식),02-766-0525,www.choruscenter.co.kr,AG002097
"주피터스트링콰르텟 내한공연, 다니엘 호프 바이올린 리사이틀, 링컨센터 챔버뮤직소사이어티 내한 공연",(사)서울로얄심포니오케스트라,서양음악(클래식),02-3444-0071,http://www.srso.co.kr/,AG001350
가민 음악학교 가을: 공연 그것은 음악가를 키우는 음악학교다,(사)서울문예마당,한국음악(국악),02-3411-0705,,AG005711
"호두까기 인형 [인천], 호두까기 인형 [공주], 영등포아트홀 기획공연, 가을밤 낭만발레",(사)서울발레시어터(서울발레씨어터),무용(서양/한국무용),02-3442-2637,http://www.ballet.or.kr,AG002755
"윤보선 고택 쌀롱콘서트, ACC 수요극장, 윤보선 고택 쌀롱콘서트",(사)서울스프링실내악축제 사무국,서양음악(클래식),02-720-3933,,AG013513
"제21회 서울스프링실내악축제 폐막 공연, 프랑스 1886 (05.03), 제21회 서울스프링실내악축제 폐막 공연, 프랑스 1886 (05.03), 제21회 서울스프링실내악축제, 가족음악회: 영재들 (05.02)",(사)서울스프링실내악축제집행위원회,서양음악(클래식),02-720-3933,www.seoulspring.org,AG002926
"디즈니 & 픽사 OST 콘서트 [서울 서초], 디즈니 OST 콘서트: 디 오케스트라, Perfect Concert",(사)서울시민간오케스트라연합회,서양음악(클래식),02-6292-9370,,AG003631
"제8회 구로꿈나무인형극제, 장수고개 이야기, 제8회 구로꿈나무인형극제, 난 토마토 절대 안 먹어, 서울인형극제, 랑랑별때때롱",(사)서울시자치구문화재단연합회,복합,,http://www.acfsar.or.kr/,AG012355
"호두까기 인형 [성남], 호두까기 인형 [성남], 호두까기 인형 [성남]",(사)서울시티발레단,무용(서양/한국무용),02-936-3155,http://kkjballet.com/page1.html,AG006790
"제47회 서울연극제, 꼰대 오지라퍼 관종 박철남, 제47회 서울연극제, 사소한 것들, 제47회 서울연극제, 당신은 아들을 모른다",(사)서울연극협회,연극,02-765-7500,www.stheater.or.kr,AG002898
"장애 예술가와 함께하는 아름다운 이음 콘서트, 장애 예술가와 함께하는 아름다운 이음 콘서트, 장애 예술가와 함께하는 아름다운 이음 콘서트",(사)서울오케스트라,서양음악(클래식),02-588-0974,http://www.seoulorchestra.co.kr,AG001180
"오페라마티네, 피가로의결혼 (4월), 한.일 빅 갈라 콘서트, 오페라 마티네, 돈 조반니",(사)서울오페라단,서양음악(클래식),02-396-2038,,AG001531
"제45회 서울예술가곡제: 첫사랑, 봄빛에 새기다, 제42회 서울예술가곡제, 가족愛! 가곡愛!, 제42회 서울예술가곡제, 가족愛! 가곡愛!",(사)서울우리예술가곡협회,서양음악(클래식),02-519-4888,http://urigagok.com/,AG005138
"제119회 (사) 서울윈드오케스트라 정기연주회: 윈드오케스트라로 만나는 국악음악, 서울윈드오케스트라 콘서트, All that Christmas Season 2, 청양군민을 위한 WIND STONY : 필립 스파크의 초상 [청양]",(사)서울윈드오케스트라 (구.서울윈드앙상블),서양음악(클래식),02-6404-3569,http://www.seoulwind.co.kr/,AG003014
"제67회 서울튜티앙상블 정기연주회, 제67회 서울튜티앙상블 정기연주회, 서울튜티앙상블 코로나19 극복 힐링기부콘서트",(사)서울튜티앙상블,서양음악(클래식),02-395-9356,https://seoultutti1988.modoo.at/,AG000988
"희망, 부활, 사랑",(사)서울특별시교시협의회,서양음악(클래식),,,AG013190
"제118회 서울팝스오케스트라 정기연주회: 38주년 하성호와 서울팝스오케스트라 기념 연주회, 제118회 서울팝스오케스트라 정기연주회: 38주년 하성호와 서울팝스오케스트라 기념 연주회, 서울팝스오케스트라 창단36주년 기념음악회",(사)서울팝스오케스트라,서양음악(클래식),02-593-8760,http://www.seoulpops.com/,AG002739
"우리소리를 찾아서 [성남], 우리소리를 찾아서",(사)선소리산타령 보존회 성남시지부,한국음악(국악),,,AG014990
최혜경의 춤 이야기,(사)선아,무용(서양/한국무용),02-6498-7223,http://www.sunadancecompany.com/,AG016338
남과북 그 아우름 소리,(사)선진통일건국연합,한국음악(국악),02-774-9940,http://greatkorea.org/,AG003817
"제25회 성남윈드오케스트라 정기연주회, 제24회 성남윈드오케스트라 정기연주회 [성남], 제23회 성남윈드 오케스트라 정기 연주회",(사)성남윈드오케스트라,서양음악(클래식),031-718-3292,http://cafe.daum.net/sungnamwind/,AG001915
제15회 성음크로마하프연주단 정기연주회,(사)성음크로마하프협회,서양음악(클래식),053-562-5108,http://chromaharp.onmam.com/,AG011104
"란, 태수야 [대학로], 내 아이에게",(사)세상과 연애하기,연극,,https://www.seyeon.org/,AG015925
"채향순의 춤, 초심행, 허균의 미인여행: 사람, 꽃 피우다 [익산], 사람, 꽃 피우다 [익산]",(사)세종전통예술진흥회,복합,070-4197-9664,,AG005310
유진아 Class With Centrophilharmonic Orchestra [대구],(사)센트로필하모닉오케스트라,서양음악(클래식),070-7656-3118,,AG002338
"갈라콘서트 with 풍류대장 [평택], 웃다리 1945 [평택]",(사)소리사위예술단,무용(서양/한국무용),,https://www.facebook.com/sorisawiart,AG009909
"재패니메이션콘서트: 12월의선물 [대구], 재패니메이션콘서트: 12월의선물 [대구], 하나로 연결된 평화음악회",(사)소리얼필하모닉오케스트라,서양음악(클래식),02-882-4666,http://www.soliall.com,AG002279
"솔리스트 브라스 밴드 창단 20주년 정기연주회, 제13회 솔리스트 브라스 밴드 정기연주회, 제12회 솔리스트 브라스 밴드 정기연주회",(사)솔리스트 브라스밴드,서양음악(클래식),02-6404-3569,http://www.seoulwind.co.kr/category/%EC%86%94%EB%A6%AC%EC%8A%A4%ED%8A%B8%EB%B8%8C%EB%9D%BC%EC%8A%A4%EB%B0%B4%EB%93%9C,AG002372
"제4회 글읽는우리소리의 멋과 전통국악 융합, 제4회 글읽는우리소리의 멋과 전통국악 융합",(사)송강가사문학보존회,한국음악(국악),,,AG010506
"송해 추모3주기 특별기획공연, 송해사랑음악회, 송해 2주기 추모음악회",(사)송해문화예술진흥회,대중음악,031-222-0507,http://songhae.kr/,AG015576
"수원여자고등학교 개교 90주년 총동문음악제 [수원], 경기피아체레앙상블 기획 연주회 Ⅳ [수원]",(사)수원문화도시포럼,서양음악(클래식),,http://sccf.kr/,AG013798
동백꽃 피는 날 [수원],(사)수원민주화운동계승사업회,복합,,,AG013488
"수원화성 夜 상설공연: 낭만 夜 고궁 음악회, 수원화성 夜 상설공연: 낭만 夜 고궁 음악회",(사)수원음악진흥원,서양음악(클래식),031-224-0533,http://www.mios.or.kr/,AG002370
"녹두꽃은 영원하리, 전라북도 공연예술 페스타, 국제민족음악교류제",(사)수제천보존회,한국음악(국악),063-536-0712,,AG006937
제12회 코랄하우스 100인 남성합창단 정기연주회 [부산],(사)숭인 문화재단,서양음악(클래식),051-622-0224,http://www.soongin.kr/,AG007778
"롯데카드와 함께하는 스페셜 하모니, 롯데카드와 함께하는 스페셜 하모니, Special Night",(사)스페셜올림픽코리아,복합,02-447-1179,http://sokorea.or.kr/index.php?tpf=main/index,AG007574
"제3회 스포츠 닥터스 나눔 콘서트, 제2회 스포츠닥터스와 함께하는 나눔콘서트, 제1회 스포츠닥터스와 함께하는 나눔콘서트",(사)스포츠닥터스,서양음악(클래식),02-501-8611,http://sportsdoctors.or.kr/,AG002933
"엄마를 찾아 떠나는 아리의 모험 [광주], 아티스트 IN 과천, 부릉부릉 봄봄, 엄마를 찾아 떠나는 아리의 모험 [여수]",(사)아리수,한국음악(국악),02-507-3120,http://ari-su.or.kr,AG000731
제5회 아리인과 함께하는 한반도평화음악회,(사)아리인,복합,02-3280-2795,http://www.ariin.co.kr/,AG007374
"한여름 밤의 고궁, 유재하와 라흐마니노프 [인천], 시와 바이올린",(사)아마빌레뮤직,서양음악(클래식),070-8240-7045,http://www.amabilemusic.com/,AG004511
춤으로 만나는 아시아,(사)아시아춤문화연구소,무용(서양/한국무용),055-772-1171,https://www.youtube.com/channel/UCR-Oqn6kmyOlRXXSOPZFtTg,AG001063
"오페라 하이라이트 콘서트: 오페라 애호가를 위한 음악회 [부산], 오페라 하이라이트 콘서트: 오페라 애호가를 위한 음악회 [부산], 제4회 깐딴떼부산 공연, 오페라 하이라이트 콘서트: The Best of Opera [부산]",(사)아지무스오페라단,서양음악(클래식),070-7522-4649,http://cafe.naver.com/agimus,AG001172
"대구국제방송교향악단 신인음악회 [대구], 대구국제방송교향악단 신인음악회 [대구], 대구국제방송교향악단 신인음악회 [대구]",(사)아트애비뉴컴퍼니(대구국제방송교향악단),서양음악(클래식),070-8200-8476,http://www.aacompany.net/,AG008212
"조선나이트 국악 X 디스코 Vol.2 [강릉], 조선나이트 국악 X 디스코 Vol.2 [강릉], 화랑을 기다리며 [강릉]",(사)아트컴퍼니 해랑,한국음악(국악),033-651-1517,http://www.haerangarts.com/web2018/main.php,AG008847
"제44회 대한민국연극제 경기도대회, 거리의 사람들, 제44회 대한민국연극제 경기도대회, 거리의 사람들, 제9회 연극인의 마을, 해 뜨는 집 [안산]",(사)안산연극협회 극단 예지촌,연극,031-485-3844,,AG015149
"안중근, 천국에서의 춤 [대구], 안중근, 천국에서의 춤 [대구], 안중근, 천국에서의 춤 [서울]",(사)안중근숭모회,서양음악(클래식),02-771-4195,http://www.patriot.or.kr/,AG011757
"제5회 에이블뮤직그룹 정기연주회, 제5회 에이블뮤직그룹 정기연주회",(사)에이블아트,서양음악(클래식),070-8672-1140,https://ableart.or.kr/,AG012676
"우리집에 집신이 살아요, 우리 집에 집신이 살아요, 달과 아이들",(사)연극놀이터 해마루,연극,02-502-1137,http://cafe.daum.net/eduplay,AG003268
"라포엠 콘서트 [울산], 라포엠과 함께하는 송년 콘서트 [울산], 신소이밴드 재즈크리스마스 [울산]",(사)열린문화협회,복합,052-269-6119,http://www.oca.or.kr/,AG012800
"唱然之端, 최이정의 미산제 흥보가 [대구], 제20회 대구아리랑 축제, 아리랑소리극",(사)영남민요아리랑보존회,한국음악(국악),053-424-6853,http://www.arirang77.net/,AG002375
"젊은 이수자전 [대구], 젊은 이수자전 [대구]",(사)영남판소리보존회,한국음악(국악),053-793-9535,http://www.pansoriyn.com,AG001973
"넥스트 스테이지, 강동휘 피아노 리사이틀, 너에게 들려주고 싶은 클래식이야기: 너클리, FOR THE MUSE [성남], 영 아티스트 포럼 앤 페스티벌, 관악질주: 박예람 플루트 리사이틀",(사)영아티스트포럼앤페스티벌,서양음악(클래식),,,AG007870
"제10회 영천아리랑 대축제, 제10회 영천아리랑 대축제, 제8회 영천아리랑 대축제",(사)영천아리랑연구보존회,한국음악(국악),,,AG008766
비단길 전통춤축제 [구미],(사)예락,무용(서양/한국무용),054-4555-1967,https://blog.naver.com/gukaki,AG012734
"제19회 김천국제가족연극제, 아기새, 황악산 날아오르다, 숨비소리, 숨비소리",(사)예술공동체 삼산이수,연극,054-439-8245,,AG001990
"보재 이상설, 조국독립을 꿈꾸다: 서전서숙 [진천], 보재 이상설, 조국독립을 꿈꾸다: 서전서숙 [진천], 보재 이상설, 조국독립을 꿈꾸다: 서전서숙 [청주]",(사)예술공장 두레,연극,043-211-0752,http://www.dureart.co.kr,AG001467
